account_value,date,daily_return
854992.0403140107,2022-07-06,
875370.7552014466,2022-07-07,0.023834976147791398
879488.4368681946,2022-07-08,0.004703928755079856
866665.8751498719,2022-07-11,-0.014579568281742339
872485.2914010925,2022-07-12,0.006714717191575348
870258.7084049073,2022-07-13,-0.0025520006103595394
888083.3155230103,2022-07-14,0.020481963519530577
898068.7601671753,2022-07-15,0.01124381515746009
879665.7663724365,2022-07-18,-0.020491742515698963
903162.5366421052,2022-07-19,0.02671102044423601
915362.5329799958,2022-07-20,0.013508085026698868
929177.7795620271,2022-07-21,0.01509265027164175
921642.2491665193,2022-07-22,-0.008109890874768544
914922.0138546296,2022-07-25,-0.007291587726112936
906833.1987942047,2022-07-26,-0.008840988562889729
937343.1679165192,2022-07-27,0.03364452157561382
940675.5599431001,2022-07-28,0.003555146226742023
971298.7131963654,2022-07-29,0.03255442636897854
965315.4296094208,2022-08-01,-0.006160085981432695
956350.6764966279,2022-08-02,-0.009286864000941364
992535.6022851869,2022-08-03,0.03783646174760302
990648.0017317963,2022-08-04,-0.0019017963174767782
989256.9522083435,2022-08-05,-0.0014041814257143015
986385.5328968201,2022-08-08,-0.002902602104653873
986673.9712696229,2022-08-09,0.0002924195085827197
1012507.6483593141,2022-08-10,0.026182586996238655
1008078.8688900147,2022-08-11,-0.004374070138112862
1029176.7797293091,2022-08-12,0.020928829569183627
1035636.5234446411,2022-08-15,0.006276612378517843
1034673.456833252,2022-08-16,-0.0009299272375851153
1043754.5270760499,2022-08-17,0.008776749981189047
1041386.8397118531,2022-08-18,-0.002268433144744897
1025655.5009697877,2022-08-19,-0.015106143214195122
1002038.1181256104,2022-08-22,-0.02302662328807903
1000007.8820489503,2022-08-23,-0.0020261066320089727
1001788.9913667298,2022-08-24,0.0017810952790993095
1016730.7991352082,2022-08-25,0.014915124739086405
978406.0344257356,2022-08-26,-0.03769411209148987
965013.2623615266,2022-08-29,-0.013688357995532696
950474.2987171174,2022-08-30,-0.015066076510524051
940407.2062343293,2022-08-31,-0.010591651448519923
944821.2319672548,2022-09-01,0.004693738737499231
932185.4623475038,2022-09-02,-0.013373714722140106
924692.1595206605,2022-09-06,-0.008038424894519336
933186.9363532411,2022-09-07,0.009186599826891628
924207.7755661317,2022-09-08,-0.009622038669120925
941314.0098083803,2022-09-09,0.018509078471851126
977542.9054394837,2022-09-12,0.03848757720973306
921120.7451871034,2022-09-13,-0.05771834662030928
929786.6887623139,2022-09-14,0.009408042995981303
912726.5206089326,2022-09-15,-0.01834847536491513
902900.1919224091,2022-09-16,-0.01076590683479628
925474.3602314302,2022-09-19,0.0250018424084697
939969.7833931275,2022-09-20,0.015662695569515828
921170.7785128785,2022-09-21,-0.01999958425513204
915302.7321241761,2022-09-22,-0.006370204663000312
901707.8356150513,2022-09-23,-0.01485289624076025
903725.3708582765,2022-09-26,0.00223746003254921
909530.3155207521,2022-09-27,0.006423350333699895
898167.1720980225,2022-09-28,-0.01249341910744739
854041.0291844178,2022-09-29,-0.04912909788333808
828469.6467460634,2022-09-30,-0.029941632268855156
853510.9412486268,2022-10-03,0.030225964947438788
