account_value,date,daily_return
1046528.9933029176,2022-04-04,
1031807.3775283813,2022-04-05,-0.014067088316467746
1017419.2654907226,2022-04-06,-0.013944571778624404
1018812.2619888305,2022-04-07,0.0013691469636523124
1009269.0217803955,2022-04-08,-0.009367025274907403
988655.6229293824,2022-04-11,-0.020424087538771563
997892.5311035156,2022-04-12,0.009342897526607219
1011421.1815872192,2022-04-13,0.013557221907195771
985637.7233978272,2022-04-14,-0.025492305934240123
984490.3875015259,2022-04-18,-0.0011640543671015413
996683.5732330322,2022-04-19,0.012385276571821757
995759.2495437623,2022-04-20,-0.000927399341268953
991338.2507705688,2022-04-21,-0.004439826971448291
965686.689378357,2022-04-22,-0.025875690131267337
971813.4833999635,2022-04-25,0.006344494636816966
936931.711706543,2022-04-26,-0.0358934839753241
935574.6286697389,2022-04-27,-0.001448433242090097
977499.8223999024,2022-04-28,0.04481223885878083
941716.4689181367,2022-04-29,-0.03660701788560172
943567.9631503144,2022-05-02,0.001966084584147376
952646.5161440888,2022-05-03,0.009621514663833652
991708.3802187958,2022-05-04,0.041003523775862805
936460.5518801728,2022-05-05,-0.055709752423826475
940886.6794589082,2022-05-06,0.00472644316928128
909663.1087496796,2022-05-09,-0.033185261722681436
924317.8985293427,2022-05-10,0.016110128726453343
876405.8993990937,2022-05-11,-0.05183497929281744
852838.7541811982,2022-05-12,-0.02689067386932731
880054.5948184052,2022-05-13,0.03191205899565008
870663.7415926972,2022-05-16,-0.01067076211066853
892795.4856265107,2022-05-17,0.025419393247418487
842430.897278122,2022-05-18,-0.05641223455901079
821675.099396042,2022-05-19,-0.024637982710678852
823110.5927584687,2022-05-20,0.0017470328156248272
856128.6914828339,2022-05-23,0.04011380610922832
839679.5580447236,2022-05-24,-0.019213388830153666
840636.46144133,2022-05-25,0.0011396054452423865
860136.237198166,2022-05-26,0.023196442994397604
895187.9745638886,2022-05-27,0.04075137850243493
890402.8123324433,2022-05-31,-0.005345427292828053
889625.19581633,2022-06-01,-0.0008733311545550126
904579.1043246308,2022-06-02,0.016809223230889847
869706.746017746,2022-06-03,-0.03855092179353503
874252.5210879365,2022-06-06,0.005226790629145883
889625.19581633,2022-06-07,0.017583792276931076
885139.0601351777,2022-06-08,-0.005042725523343394
853317.3441470185,2022-06-09,-0.035951092230976034
820359.2535250703,2022-06-10,-0.038623486148512964
788956.2115786591,2022-06-13,-0.03827962177725519
794219.87159758,2022-06-14,0.006671675742800254
810190.5072482148,2022-06-15,0.020108582297883926
778069.7647097626,2022-06-16,-0.039645913215583306
787042.1282504121,2022-06-17,0.011531566894899647
812822.2911685029,2022-06-21,0.03275575981605949
809712.1016390839,2022-06-22,-0.0038264077686006592
827178.1465762177,2022-06-23,0.021570685311208315
847455.4466708222,2022-06-24,0.024513824716639876
847455.4466708222,2022-06-27,0.0
822213.4209292451,2022-06-28,-0.029785667011450467
832920.3965609589,2022-06-29,0.01302213678245856
817906.7564852753,2022-06-30,-0.018025300061894733
831125.6841891328,2022-07-01,0.016161900606692647
846857.3013918916,2022-07-05,0.018928084526838918
